Strategy,n_drones,Plan,plan overflow,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
basic_ca,3,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 24.75], [[-0.5533, 0.235], 5], [[0.0, 0.235], 1], [[0.0, -0.235], 5], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 17.5], [[0.0, -0.235], 2], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 2], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 17.0], [[0.0, -0.235], 2], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 2], [[0.8299, 0.47], 1]]]",,73.03,9,2,2,5,9.672,4.75,0.491,11.25,86.25,13,0.692
,,,,,,,,,,,,,,,
no_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, 0.235], 1], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[0.5533, 0.235], 1], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 1], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[-0.5533, 0.235], 1], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 1], [[0.0, 0.235], 2], [[0.0, -0.235], 3], [[-0.5533, 0.235], 1], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 2], [[0.0, -0.235], 4], [[0.0, 0.235], 2], [[0.5533, 0.235], 1], [[-0.8299, 0.47], 1]]]",,36.84,21,5,2,14,15.149,10,0.66,17.5,36,20,1.05
pf_ca,4,"[[[[-0.83, -0.47], 1.0], [[-0.727, -0.242], 0.0], [[-0.625, -0.014], 0.0], [[-0.873, -0.04], 0.0], [[-0.625, -0.071], 0.0], [[-0.478, 0.131], 0.0], [[-0.553, 0.235], 1.0], [[-0.508, -0.011], 0.0], [[-0.368, -0.218], 0.0], [[-0.322, 0.028], 0.0], [[-0.566, -0.027], 0.0], [[-0.411, -0.224], 0.0], [[-0.163, -0.196], 0.0], [[0.086, -0.173], 0.0], [[-0.148, -0.086], 0.0], [[0.08, 0.017], 0.0], [[0.0, 0.235], 2.0], [[0.139, 0.027], 0.0], [[0.026, -0.196], 0.0], [[0.0, -0.235], 2.0], [[0.232, -0.141], 0.0], [[0.481, -0.121], 0.0], [[0.727, -0.165], 0.0], [[0.545, 0.006], 0.0], [[0.553, 0.235], 1.0], [[0.462, 0.002], 0.0], [[0.573, 0.226], 0.0], [[0.477, -0.005], 0.0], [[0.466, -0.255], 0.0], [[0.539, -0.494], 0.0], [[0.356, -0.665], 0.0], [[0.14, -0.79], 0.0], [[0.092, -1.035], 0.0], [[-0.112, -0.891], 0.0], [[-0.361, -0.874], 0.0], [[-0.513, -1.072], 0.0], [[-0.644, -0.859], 0.0], [[-0.745, -0.63], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.622, -0.331], 0.0], [[0.86, -0.254], 0.0], [[0.64, -0.134], 0.0], [[0.848, 0.005], 0.0], [[0.603, -0.047], 0.0], [[0.361, -0.107], 0.0], [[0.598, -0.187], 0.0], [[0.754, -0.382], 0.0], [[0.763, -0.132], 0.0], [[0.889, -0.347], 0.0], [[0.786, -0.12], 0.0], [[1.028, -0.185], 0.0], [[0.811, -0.06], 0.0], [[1.024, 0.071], 0.0], [[0.811, 0.202], 0.0], [[1.036, 0.312], 0.0], [[0.798, 0.389], 0.0], [[1.043, 0.441], 0.0], [[0.834, 0.302], 0.0], [[0.61, 0.191], 0.0], [[0.553, 0.235], 1.0], [[0.468, 0.0], 0.0], [[0.607, -0.207], 0.0], [[0.367, -0.139], 0.0], [[0.569, -0.285], 0.0], [[0.646, -0.047], 0.0], [[0.536, 0.177], 0.0], [[0.435, 0.406], 0.0], [[0.188, 0.443], 0.0], [[0.365, 0.619], 0.0], [[0.607, 0.683], 0.0], [[0.854, 0.722], 0.0], [[0.642, 0.589], 0.0], [[0.84, 0.742], 0.0], [[0.635, 0.598], 0.0], [[0.651, 0.349], 0.0], [[0.526, 0.565], 0.0], [[0.292, 0.653], 0.0], [[0.144, 0.855], 0.0], [[-0.061, 0.712], 0.0], [[-0.226, 0.524], 0.0], [[-0.089, 0.733], 0.0], [[-0.182, 0.501], 0.0], [[-0.294, 0.724], 0.0], [[-0.235, 0.481], 0.0], [[0.01, 0.53], 0.0], [[-0.119, 0.316], 0.0], [[0.0, 0.235], 2.0], [[0.119, 0.015], 0.0], [[0.208, -0.219], 0.0], [[0.0, -0.235], 2.0], [[-0.007, 0.015], 0.0], [[-0.257, 0.023], 0.0], [[-0.48, 0.136], 0.0], [[-0.553, 0.235], 1.0], [[-0.564, 0.485], 0.0], [[-0.514, 0.73], 0.0], [[-0.718, 0.586], 0.0], [[-0.535, 0.756], 0.0], [[-0.402, 0.968], 0.0], [[-0.198, 1.112], 0.0], [[-0.089, 0.886], 0.0], [[0.067, 0.692], 0.0], [[0.308, 0.625], 0.0], [[0.518, 0.489], 0.0], [[0.753, 0.403], 0.0], [[0.871, 0.183], 0.0], [[0.972, -0.046], 0.0], [[1.068, -0.277], 0.0], [[0.829, -0.351], 0.0], [[0.83, -0.47], 1]], [[[0.83, 0.47], 1.0], [[0.581, 0.494], 0.0], [[0.654, 0.734], 0.0], [[0.612, 0.487], 0.0], [[0.61, 0.737], 0.0], [[0.822, 0.605], 0.0], [[0.657, 0.417], 0.0], [[0.553, 0.235], 1.0], [[0.359, 0.392], 0.0], [[0.133, 0.499], 0.0], [[0.169, 0.747], 0.0], [[-0.067, 0.829], 0.0], [[-0.301, 0.742], 0.0], [[-0.55, 0.724], 0.0], [[-0.318, 0.631], 0.0], [[-0.184, 0.843], 0.0], [[-0.382, 0.995], 0.0], [[-0.207, 1.173], 0.0], [[-0.143, 0.932], 0.0], [[-0.18, 1.179], 0.0], [[-0.107, 0.94], 0.0], [[-0.077, 1.188], 0.0], [[-0.01, 0.947], 0.0], [[-0.225, 0.819], 0.0], [[-0.206, 1.068], 0.0], [[-0.146, 0.826], 0.0], [[-0.392, 0.779], 0.0], [[-0.639, 0.738], 0.0], [[-0.805, 0.925], 0.0], [[-0.716, 0.691], 0.0], [[-0.581, 0.481], 0.0], [[-0.348, 0.573], 0.0], [[-0.361, 0.323], 0.0], [[-0.397, 0.57], 0.0], [[-0.191, 0.429], 0.0], [[-0.372, 0.601], 0.0], [[-0.539, 0.415], 0.0], [[-0.326, 0.283], 0.0], [[-0.402, 0.045], 0.0], [[-0.534, -0.167], 0.0], [[-0.32, -0.296], 0.0], [[-0.407, -0.062], 0.0], [[-0.419, -0.311], 0.0], [[-0.598, -0.486], 0.0], [[-0.369, -0.385], 0.0], [[-0.606, -0.307], 0.0], [[-0.833, -0.201], 0.0], [[-0.606, -0.095], 0.0], [[-0.828, 0.019], 0.0], [[-0.59, 0.094], 0.0], [[-0.791, 0.242], 0.0], [[-0.543, 0.213], 0.0], [[-0.547, 0.463], 0.0], [[-0.304, 0.405], 0.0], [[-0.406, 0.633], 0.0], [[-0.653, 0.672], 0.0], [[-0.492, 0.863], 0.0], [[-0.357, 0.652], 0.0], [[-0.116, 0.716], 0.0], [[0.019, 0.506], 0.0], [[0.085, 0.747], 0.0], [[0.056, 0.499], 0.0], [[0.1, 0.745], 0.0], [[-0.013, 0.522], 0.0], [[0.04, 0.767], 0.0], [[0.029, 0.517], 0.0], [[0.095, 0.758], 0.0], [[0.04, 0.514], 0.0], [[0.057, 0.763], 0.0], [[0.307, 0.744], 0.0], [[0.275, 0.496], 0.0], [[0.239, 0.248], 0.0], [[0.0, 0.235], 2.0], [[-0.003, -0.015], 0.0], [[0.0, -0.235], 3.0], [[-0.116, -0.013], 0.0], [[-0.237, 0.205], 0.0], [[-0.364, 0.42], 0.0], [[-0.578, 0.29], 0.0], [[-0.553, 0.235], 1.0], [[-0.422, 0.448], 0.0], [[-0.279, 0.653], 0.0], [[-0.03, 0.674], 0.0], [[0.2, 0.773], 0.0], [[0.422, 0.657], 0.0], [[0.668, 0.702], 0.0], [[0.752, 0.467], 0.0], [[0.83, 0.47], 1]], [[[-0.83, 0.47], 1.0], [[-0.617, 0.601], 0.0], [[-0.397, 0.482], 0.0], [[-0.451, 0.726], 0.0], [[-0.687, 0.641], 0.0], [[-0.602, 0.876], 0.0], [[-0.605, 0.626], 0.0], [[-0.562, 0.872], 0.0], [[-0.508, 0.628], 0.0], [[-0.469, 0.875], 0.0], [[-0.325, 0.671], 0.0], [[-0.552, 0.776], 0.0], [[-0.786, 0.689], 0.0], [[-1.006, 0.57], 0.0], [[-0.757, 0.548], 0.0], [[-0.923, 0.36], 0.0], [[-0.969, 0.115], 0.0], [[-0.972, -0.135], 0.0], [[-0.986, 0.114], 0.0], [[-0.743, 0.173], 0.0], [[-0.553, 0.235], 2.0], [[-0.668, 0.013], 0.0], [[-0.76, -0.22], 0.0], [[-0.704, -0.463], 0.0], [[-0.465, -0.538], 0.0], [[-0.453, -0.788], 0.0], [[-0.241, -0.656], 0.0], [[-0.308, -0.897], 0.0], [[-0.282, -0.648], 0.0], [[-0.189, -0.88], 0.0], [[-0.244, -0.636], 0.0], [[-0.354, -0.861], 0.0], [[-0.399, -0.615], 0.0], [[-0.252, -0.817], 0.0], [[-0.193, -1.06], 0.0], [[-0.069, -0.843], 0.0], [[-0.055, -1.092], 0.0], [[-0.083, -0.844], 0.0], [[0.115, -0.997], 0.0], [[0.216, -0.768], 0.0], [[0.466, -0.771], 0.0], [[0.218, -0.801], 0.0], [[0.054, -0.612], 0.0], [[0.125, -0.852], 0.0], [[-0.104, -0.952], 0.0], [[-0.352, -0.922], 0.0], [[-0.601, -0.906], 0.0], [[-0.629, -0.658], 0.0], [[-0.787, -0.464], 0.0], [[-0.977, -0.627], 0.0], [[-0.876, -0.398], 0.0], [[-0.885, -0.148], 0.0], [[-0.844, 0.099], 0.0], [[-1.093, 0.073], 0.0], [[-0.958, 0.283], 0.0], [[-1.092, 0.495], 0.0], [[-0.842, 0.473], 0.0], [[-0.982, 0.681], 0.0], [[-0.744, 0.602], 0.0], [[-0.948, 0.748], 0.0], [[-0.842, 0.521], 0.0], [[-0.983, 0.727], 0.0], [[-0.75, 0.637], 0.0], [[-0.984, 0.725], 0.0], [[-0.759, 0.617], 0.0], [[-0.606, 0.814], 0.0], [[-0.704, 1.045], 0.0], [[-0.487, 0.921], 0.0], [[-0.463, 1.17], 0.0], [[-0.313, 0.97], 0.0], [[-0.237, 1.208], 0.0], [[-0.082, 1.404], 0.0], [[0.017, 1.175], 0.0], [[0.265, 1.205], 0.0], [[0.507, 1.144], 0.0], [[0.538, 0.896], 0.0], [[0.706, 0.711], 0.0], [[0.733, 0.463], 0.0], [[0.838, 0.236], 0.0], [[0.736, 0.007], 0.0], [[0.791, -0.237], 0.0], [[0.766, -0.485], 0.0], [[0.671, -0.717], 0.0], [[0.509, -0.907], 0.0], [[0.302, -1.046], 0.0], [[0.256, -1.292], 0.0], [[0.113, -1.087], 0.0], [[-0.02, -1.299], 0.0], [[0.092, -1.075], 0.0], [[0.154, -1.317], 0.0], [[0.159, -1.067], 0.0], [[-0.028, -0.901], 0.0], [[0.006, -0.653], 0.0], [[0.028, -0.404], 0.0], [[0.0, -0.235], 4.0], [[-0.014, 0.015], 0.0], [[0.0, 0.235], 2.0], [[0.135, 0.446], 0.0], [[-0.008, 0.651], 0.0], [[0.064, 0.411], 0.0], [[0.313, 0.386], 0.0], [[0.066, 0.345], 0.0], [[0.197, 0.558], 0.0], [[0.083, 0.335], 0.0], [[0.078, 0.585], 0.0], [[0.135, 0.342], 0.0], [[0.243, 0.567], 0.0], [[-0.007, 0.56], 0.0], [[-0.095, 0.326], 0.0], [[0.147, 0.391], 0.0], [[0.004, 0.596], 0.0], [[-0.013, 0.346], 0.0], [[0.164, 0.523], 0.0], [[0.168, 0.773], 0.0], [[0.153, 0.524], 0.0], [[0.034, 0.744], 0.0], [[0.132, 0.514], 0.0], [[-0.069, 0.662], 0.0], [[-0.042, 0.414], 0.0], [[0.204, 0.367], 0.0], [[0.392, 0.532], 0.0], [[0.143, 0.558], 0.0], [[0.068, 0.319], 0.0], [[0.266, 0.473], 0.0], [[0.02, 0.425], 0.0], [[0.265, 0.473], 0.0], [[0.018, 0.434], 0.0], [[0.256, 0.513], 0.0], [[0.022, 0.425], 0.0], [[0.271, 0.402], 0.0], [[0.025, 0.359], 0.0], [[0.191, 0.545], 0.0], [[0.143, 0.3], 0.0], [[0.263, 0.52], 0.0], [[0.016, 0.476], 0.0], [[0.266, 0.477], 0.0], [[0.03, 0.394], 0.0], [[0.277, 0.437], 0.0], [[0.051, 0.329], 0.0], [[0.146, 0.56], 0.0], [[0.087, 0.317], 0.0], [[0.165, 0.555], 0.0], [[0.108, 0.312], 0.0], [[0.229, 0.53], 0.0], [[0.21, 0.281], 0.0], [[0.264, 0.525], 0.0], [[0.018, 0.482], 0.0], [[0.223, 0.339], 0.0], [[0.324, 0.567], 0.0], [[0.074, 0.554], 0.0], [[0.072, 0.304], 0.0], [[0.14, 0.544], 0.0], [[0.049, 0.311], 0.0], [[0.249, 0.461], 0.0], [[0.004, 0.413], 0.0], [[0.25, 0.366], 0.0], [[0.028, 0.251], 0.0], [[0.217, 0.414], 0.0], [[0.087, 0.628], 0.0], [[0.013, 0.389], 0.0], [[0.263, 0.399], 0.0], [[0.036, 0.294], 0.0], [[0.079, 0.54], 0.0], [[0.221, 0.335], 0.0], [[0.357, 0.545], 0.0], [[0.111, 0.5], 0.0], [[0.162, 0.745], 0.0], [[0.026, 0.535], 0.0], [[0.084, 0.291], 0.0], [[0.209, 0.507], 0.0], [[0.235, 0.756], 0.0], [[0.088, 0.554], 0.0], [[0.025, 0.312], 0.0], [[0.183, 0.506], 0.0], [[0.163, 0.755], 0.0], [[0.081, 0.519], 0.0], [[-0.166, 0.56], 0.0], [[0.082, 0.593], 0.0], [[-0.004, 0.358], 0.0], [[0.167, 0.541], 0.0], [[0.067, 0.312], 0.0], [[0.162, 0.543], 0.0], [[0.011, 0.344], 0.0], [[0.123, 0.567], 0.0], [[-0.081, 0.423], 0.0], [[0.168, 0.446], 0.0], [[0.282, 0.669], 0.0], [[0.032, 0.671], 0.0], [[0.126, 0.439], 0.0], [[0.204, 0.677], 0.0], [[0.238, 0.429], 0.0], [[-0.003, 0.364], 0.0], [[0.07, 0.603], 0.0], [[0.079, 0.353], 0.0], [[0.206, 0.568], 0.0], [[0.207, 0.318], 0.0], [[0.322, 0.54], 0.0], [[0.08, 0.478], 0.0], [[-0.004, 0.713], 0.0], [[0.029, 0.466], 0.0], [[0.275, 0.421], 0.0], [[0.028, 0.384], 0.0], [[0.269, 0.318], 0.0], [[0.023, 0.27], 0.0], [[0.235, 0.403], 0.0], [[0.008, 0.3], 0.0], [[0.152, 0.504], 0.0], [[0.056, 0.735], 0.0], [[0.115, 0.492], 0.0], [[0.114, 0.742], 0.0], [[0.053, 0.499], 0.0], [[0.303, 0.517], 0.0], [[0.073, 0.418], 0.0], [[0.323, 0.419], 0.0], [[0.08, 0.359], 0.0], [[0.184, 0.586], 0.0], [[0.129, 0.343], 0.0], [[0.296, 0.529], 0.0], [[0.052, 0.475], 0.0], [[0.302, 0.481], 0.0], [[0.054, 0.443], 0.0], [[0.304, 0.423], 0.0], [[0.055, 0.4], 0.0], [[0.303, 0.376], 0.0], [[0.055, 0.346], 0.0], [[0.18, 0.563], 0.0], [[0.139, 0.316], 0.0], [[0.142, 0.566], 0.0], [[0.148, 0.316], 0.0], [[0.144, 0.566], 0.0], [[0.09, 0.322], 0.0], [[0.243, 0.52], 0.0], [[-0.007, 0.518], 0.0], [[0.243, 0.523], 0.0], [[0.007, 0.44], 0.0], [[0.252, 0.489], 0.0], [[0.015, 0.409], 0.0], [[0.258, 0.348], 0.0], [[0.008, 0.335], 0.0], [[0.206, 0.488], 0.0], [[0.159, 0.734], 0.0], [[0.15, 0.484], 0.0], [[0.054, 0.715], 0.0], [[0.083, 0.466], 0.0], [[-0.114, 0.62], 0.0], [[0.133, 0.662], 0.0], [[-0.015, 0.46], 0.0], [[0.231, 0.504], 0.0], [[-0.019, 0.496], 0.0], [[0.218, 0.575], 0.0], [[0.043, 0.396], 0.0], [[0.29, 0.437], 0.0], [[0.05, 0.366], 0.0], [[0.111, 0.608], 0.0], [[0.077, 0.361], 0.0], [[0.126, 0.606], 0.0], [[0.051, 0.367], 0.0], [[0.15, 0.597], 0.0], [[0.146, 0.347], 0.0], [[0.336, 0.51], 0.0], [[0.099, 0.43], 0.0], [[0.039, 0.673], 0.0], [[0.16, 0.454], 0.0], [[0.239, 0.691], 0.0], [[0.033, 0.55], 0.0], [[0.149, 0.329], 0.0], [[0.065, 0.565], 0.0], [[0.088, 0.316], 0.0], [[0.154, 0.557], 0.0], [[0.076, 0.319], 0.0], [[0.187, 0.543], 0.0], [[0.132, 0.299], 0.0], [[0.237, 0.527], 0.0], [[-0.008, 0.474], 0.0], [[0.236, 0.531], 0.0], [[-0.011, 0.492], 0.0], [[0.235, 0.446], 0.0], [[-0.005, 0.375], 0.0], [[0.125, 0.588], 0.0], [[0.048, 0.351], 0.0], [[0.208, 0.543], 0.0], [[0.151, 0.299], 0.0], [[0.315, 0.488], 0.0], [[0.07, 0.436], 0.0], [[0.297, 0.542], 0.0], [[0.049, 0.515], 0.0], [[0.284, 0.432], 0.0], [[0.048, 0.351], 0.0], [[0.146, 0.581], 0.0], [[0.039, 0.355], 0.0], [[0.218, 0.529], 0.0], [[0.093, 0.313], 0.0], [[0.163, 0.553], 0.0], [[0.088, 0.314], 0.0], [[0.127, 0.561], 0.0], [[0.071, 0.317], 0.0], [[0.195, 0.535], 0.0], [[0.141, 0.291], 0.0], [[0.147, 0.541], 0.0], [[0.12, 0.292], 0.0], [[0.116, 0.542], 0.0], [[0.065, 0.297], 0.0], [[0.191, 0.513], 0.0], [[0.055, 0.723], 0.0], [[-0.053, 0.497], 0.0], [[0.147, 0.347], 0.0], [[0.267, 0.567], 0.0], [[0.021, 0.522], 0.0], [[0.271, 0.526], 0.0], [[0.027, 0.469], 0.0], [[0.226, 0.317], 0.0], [[0.319, 0.548], 0.0], [[0.069, 0.553], 0.0], [[0.238, 0.368], 0.0], [[-0.009, 0.327], 0.0], [[0.108, 0.548], 0.0], [[0.043, 0.307], 0.0], [[0.193, 0.507], 0.0], [[0.306, 0.73], 0.0], [[0.116, 0.567], 0.0], [[0.078, 0.32], 0.0], [[0.191, 0.543], 0.0], [[0.103, 0.309], 0.0], [[0.194, 0.542], 0.0], [[0.158, 0.294], 0.0], [[0.228, 0.534], 0.0], [[0.105, 0.317], 0.0], [[0.257, 0.515], 0.0], [[0.008, 0.523], 0.0], [[0.248, 0.454], 0.0], [[0.017, 0.36], 0.0], [[0.15, 0.571], 0.0], [[0.155, 0.322], 0.0], [[0.203, 0.567], 0.0], [[0.095, 0.341], 0.0], [[0.252, 0.536], 0.0], [[0.015, 0.455], 0.0], [[0.265, 0.475], 0.0], [[0.048, 0.35], 0.0], [[0.217, 0.534], 0.0], [[0.198, 0.285], 0.0], [[0.215, 0.535], 0.0], [[0.137, 0.297], 0.0], [[0.209, 0.537], 0.0], [[0.15, 0.294], 0.0], [[0.182, 0.542], 0.0], [[0.133, 0.297], 0.0], [[0.252, 0.516], 0.0], [[0.02, 0.424], 0.0], [[0.263, 0.366], 0.0], [[0.021, 0.304], 0.0], [[0.129, 0.529], 0.0], [[0.074, 0.286], 0.0], [[0.212, 0.494], 0.0], [[0.125, 0.728], 0.0], [[-0.008, 0.517], 0.0], [[0.242, 0.536], 0.0], [[0.002, 0.464], 0.0], [[0.252, 0.463], 0.0], [[0.026, 0.357], 0.0], [[0.211, 0.525], 0.0], [[0.101, 0.75], 0.0], [[-0.044, 0.546], 0.0], [[-0.054, 0.296], 0.0], [[0.035, 0.53], 0.0], [[0.146, 0.306], 0.0], [[0.28, 0.516], 0.0], [[0.035, 0.467], 0.0], [[0.285, 0.477], 0.0], [[0.059, 0.369], 0.0], [[0.207, 0.571], 0.0], [[0.039, 0.385], 0.0], [[0.289, 0.383], 0.0], [[0.051, 0.31], 0.0], [[0.255, 0.453], 0.0], [[0.011, 0.4], 0.0], [[0.232, 0.284], 0.0], [[-0.014, 0.238], 0.0], [[0.163, 0.415], 0.0], [[0.359, 0.57], 0.0], [[0.11, 0.541], 0.0], [[0.062, 0.296], 0.0], [[0.228, 0.483], 0.0], [[0.061, 0.669], 0.0], [[0.208, 0.467], 0.0], [[-0.01, 0.345], 0.0], [[0.147, 0.54], 0.0], [[0.11, 0.293], 0.0], [[0.036, 0.531], 0.0], [[0.108, 0.292], 0.0], [[0.127, 0.541], 0.0], [[0.127, 0.291], 0.0], [[0.245, 0.511], 0.0], [[-0.001, 0.466], 0.0], [[0.232, 0.375], 0.0], [[-0.017, 0.36], 0.0], [[0.14, 0.555], 0.0], [[0.151, 0.305], 0.0], [[0.335, 0.474], 0.0], [[0.103, 0.38], 0.0], [[-0.011, 0.602], 0.0], [[0.139, 0.402], 0.0], [[0.26, 0.621], 0.0], [[0.012, 0.656], 0.0], [[0.105, 0.424], 0.0], [[0.014, 0.657], 0.0], [[0.065, 0.412], 0.0], [[0.309, 0.467], 0.0], [[0.074, 0.38], 0.0], [[0.316, 0.443], 0.0], [[0.081, 0.359], 0.0], [[0.208, 0.574], 0.0], [[0.018, 0.411], 0.0], [[0.268, 0.419], 0.0], [[0.033, 0.335], 0.0], [[0.204, 0.517], 0.0], [[0.18, 0.766], 0.0], [[0.057, 0.549], 0.0], [[0.059, 0.299], 0.0], [[0.174, 0.521], 0.0], [[0.217, 0.767], 0.0], [[0.003, 0.638], 0.0], [[-0.024, 0.389], 0.0], [[0.226, 0.381], 0.0], [[0.269, 0.628], 0.0], [[0.019, 0.631], 0.0], [[-0.004, 0.382], 0.0], [[0.233, 0.302], 0.0], [[0.006, 0.199], 0.0], [[0.114, 0.424], 0.0], [[0.138, 0.673], 0.0], [[0.044, 0.441], 0.0], [[0.286, 0.378], 0.0], [[0.044, 0.318], 0.0], [[0.221, 0.494], 0.0], [[0.212, 0.744], 0.0], [[0.07, 0.538], 0.0], [[0.118, 0.293], 0.0], [[0.174, 0.537], 0.0], [[0.042, 0.325], 0.0], [[0.191, 0.526], 0.0], [[-0.028, 0.647], 0.0], [[0.039, 0.406], 0.0], [[0.288, 0.411], 0.0], [[0.044, 0.36], 0.0], [[0.233, 0.523], 0.0], [[-0.007, 0.452], 0.0], [[0.227, 0.364], 0.0], [[0.221, 0.614], 0.0], [[0.175, 0.369], 0.0], [[0.283, 0.594], 0.0], [[0.035, 0.56], 0.0], [[0.146, 0.335], 0.0], [[0.232, 0.57], 0.0], [[-0.015, 0.534], 0.0], [[0.078, 0.302], 0.0], [[0.222, 0.506], 0.0], [[0.296, 0.745], 0.0], [[0.117, 0.57], 0.0], [[0.0, 0.35], 0.0], [[0.197, 0.503], 0.0], [[0.245, 0.749], 0.0], [[0.08, 0.561], 0.0], [[0.038, 0.314], 0.0], [[0.158, 0.534], 0.0], [[0.129, 0.285], 0.0], [[0.163, 0.533], 0.0], [[0.094, 0.293], 0.0], [[0.205, 0.517], 0.0], [[0.298, 0.749], 0.0], [[0.099, 0.597], 0.0], [[0.101, 0.347], 0.0], [[0.14, 0.594], 0.0], [[0.071, 0.353], 0.0], [[0.22, 0.554], 0.0], [[0.095, 0.337], 0.0], [[0.081, 0.587], 0.0], [[0.092, 0.337], 0.0], [[0.257, 0.525], 0.0], [[0.008, 0.502], 0.0], [[0.256, 0.533], 0.0], [[0.006, 0.532], 0.0], [[0.123, 0.311], 0.0], [[0.188, 0.553], 0.0], [[0.11, 0.315], 0.0], [[0.136, 0.564], 0.0], [[0.018, 0.344], 0.0], [[0.144, 0.559], 0.0], [[0.068, 0.321], 0.0], [[0.214, 0.524], 0.0], [[0.394, 0.697], 0.0], [[0.152, 0.636], 0.0], [[0.068, 0.401], 0.0], [[0.316, 0.424], 0.0], [[0.066, 0.422], 0.0], [[0.307, 0.355], 0.0], [[0.063, 0.304], 0.0], [[0.2, 0.513], 0.0], [[0.166, 0.761], 0.0], [[0.103, 0.519], 0.0], [[0.1, 0.769], 0.0], [[-0.08, 0.595], 0.0], [[0.164, 0.649], 0.0], [[0.069, 0.418], 0.0], [[0.294, 0.309], 0.0], [[0.086, 0.171], 0.0], [[0.178, 0.403], 0.0], [[0.199, 0.652], 0.0], [[0.096, 0.425], 0.0], [[-0.022, 0.645], 0.0], [[0.046, 0.404], 0.0], [[0.295, 0.381], 0.0], [[0.046, 0.362], 0.0], [[0.191, 0.566], 0.0], [[0.167, 0.317], 0.0], [[0.303, 0.527], 0.0], [[0.058, 0.476], 0.0], [[0.301, 0.416], 0.0], [[0.068, 0.326], 0.0], [[0.155, 0.561], 0.0], [[0.104, 0.316], 0.0], [[0.353, 0.341], 0.0], [[0.553, 0.235], 1.0], [[0.307, 0.195], 0.0], [[0.072, 0.282], 0.0], [[-0.147, 0.402], 0.0], [[-0.382, 0.488], 0.0], [[-0.608, 0.595], 0.0], [[-0.856, 0.571], 0.0], [[-0.83, 0.47], 1]]]",,36.84,0,0,0,0,179.479,0,0,181.75,36,725,0
basic_ca,4,"[[[[-0.8299, -0.47], 3.5], [[-0.5533, 0.235], 12.0], [[-0.5533, 0.235], 10.5], [[0.0, 0.235], 3.0], [[0.0, -0.235], 3.0], [[0.5533, 0.235], 1], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 2.0], [[0.5533, 0.235], 7.5], [[0.053299999999999986, -0.139999999925], 0], [[0.0, 0.235], 15.5], [[0.0, -0.235], 2], [[-0.5533, 0.235], 2.0], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 1], [[0.0, 0.235], 5.5], [[0.37499999985000004, -0.014999999999999986], 0], [[0.0, -0.235], 17.0], [[-0.5533, 0.235], 1.5], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 2], [[0.0, -0.235], 4], [[0.0, 0.235], 2], [[0.5533, 0.235], 1.5], [[-0.8299, 0.47], 1]]]",,197.37,2,1,0,1,16.015,1.25,0.078,18.75,102.5,23,0.087
,,,,,,,,,,,,,,,
no_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 3], [[-0.5533, 0.235], 6], [[0.0, 0.235], 9], [[0.0, -0.235], 2], [[0.5533, 0.235], 7], [[-0.8299, -0.47], 1]]]",,20.59,0,0,0,0,4.135,0,0,4.75,29,6,0
pf_ca,1,"[[[[-0.83, -0.47], 1.0], [[-0.597, -0.379], 0.0], [[-0.553, -0.235], 3.0], [[-0.51, 0.011], 0.0], [[-0.553, 0.235], 6.0], [[-0.303, 0.227], 0.0], [[-0.067, 0.307], 0.0], [[0.0, 0.235], 9.0], [[-0.001, -0.015], 0.0], [[0.0, -0.235], 2.0], [[0.174, -0.056], 0.0], [[0.374, 0.095], 0.0], [[0.553, 0.235], 7.0], [[0.342, 0.101], 0.0], [[0.129, -0.03], 0.0], [[-0.097, -0.136], 0.0], [[-0.327, -0.234], 0.0], [[-0.559, -0.329], 0.0], [[-0.757, -0.481], 0.0], [[-0.83, -0.47], 1]]]",,20.59,0,0,0,0,4.247,0,0,4.75,29,19,0
basic_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 3], [[-0.5533, 0.235], 6], [[0.0, 0.235], 9], [[0.0, -0.235], 2], [[0.5533, 0.235], 7], [[-0.8299, -0.47], 1]]]",,20.59,0,0,0,0,4.135,0,0,4.75,29,6,0
,,,,,,,,,,,,,,,
